Pickup_Datetime,Total_amount	
2013-03-14 14,430557.42000000027
2013-07-28 15,304217.25000000006
2013-04-03 19,480418.57999999967
2013-04-30 15,356526.65999999992
2013-03-20 6,178104.59000000005
2013-01-10 12,309286.72000000009
2013-06-23 2,337270.19999999984
2013-04-20 17,352439.01000000013
2013-04-10 1,130943.91999999997
2013-11-26 10,341698.89000000013
2013-06-23 5,96309.830000000191
2013-08-29 0,263529.47000000026
2013-07-23 11,330804.86999999994
2013-04-13 16,305440.21000000008
2013-04-14 13,382210.20000000042
2013-03-23 16,312545.36999999965
2013-12-24 6,113321.34000000016
2013-05-21 11,368756.84999999974
2013-05-12 12,344553.66999999958
2013-09-22 18,392153.76
2013-04-10 6,173572.82999999973
2013-10-06 0,469579.80999999959
2013-09-20 7,313655.67999999982
2013-09-24 0,170302.88000000021
2013-04-07 21,277442.84999999969
2013-04-05 0,329100.81000000006
2013-12-22 22,231358.59999999977
2013-08-14 22,431674.31000000011
2013-07-05 0,272370.15
2013-09-11 5,84607.290000000052
2013-11-16 23,493208.39999999997
2013-06-27 6,176648.09999999995
2013-04-03 7,325308.63999999966
2013-05-13 0,160295.70999999967
2013-04-16 17,374215.23000000016
2013-12-13 17,384343.00000000023
2013-06-27 3,71315.319999999978
2013-06-28 12,361747.30000000057
2013-11-04 6,212782.71999999954
2013-12-24 7,149270.21999999991
2013-12-06 14,411568.71999999986
2013-04-29 13,351333.67999999993
2013-03-23 5,100011.25000000001
2013-07-29 22,329864.81999999966
2013-09-04 21,401030.11000000034
2013-02-02 22,449832.37999999995
2013-05-17 3,113243.15000000002
2013-04-12 16,309265.40999999968
2013-10-06 13,388866.22000000015
2013-10-05 3,253732.74000000005
2013-12-19 17,353508.34000000043
2013-02-25 14,328834.23000000004
2013-05-20 13,369425.42
2013-12-26 19,314410.27000000025
2013-05-18 6,129663.56000000013
2013-08-21 4,61066.400000000038
2013-12-05 5,93872.990000000063
2013-07-08 5,88249.020000000033
2013-12-24 20,230916.38000000018
2013-08-03 21,163452.45999999988
2013-07-30 2,60756.440000000075
2013-08-01 2,101611.48000000008
2013-09-09 1,100800.94000000008
2013-12-12 5,97610.170000000144
2013-01-21 4,74920.840000000171
2013-01-17 3,51928.400000000038
2013-03-18 2,64975.690000000068
2013-09-18 3,52446.030000000093
2013-09-05 3,61179.950000000033
2013-08-14 4,59882.350000000108
2013-06-11 4,49249.300000000141
2013-09-30 4,59163.300000000141
2013-02-11 1,86382.929999999935
2013-06-18 5,81855.060000000056
2013-02-28 3,57452.500000000022
2013-01-15 14,359648.89999999973
2013-12-04 11,354301.2199999998
2013-11-26 6,179036.55999999997
2013-06-16 19,306747.37000000075
2013-01-21 7,128883.10999999996
2013-05-12 14,384902.88000000041
2013-09-16 8,388717.75000000023
2013-05-22 11,363032.22999999952
2013-11-17 19,329218.97000000055
2013-08-22 12,311894.79999999993
2013-10-31 9,360534.40000000008
2013-11-15 21,463509.22999999957
2013-06-29 23,444602.02000000019
2013-05-19 5,107047.5600000001
2013-01-17 21,478496.61000000045
2013-07-23 21,429188.95999999979
2013-04-06 2,319184.02999999991
2013-11-13 5,87939.060000000012
2013-04-12 0,329250.43000000034
2013-09-17 1,98900.19
2013-02-22 22,485363.7199999998
2013-09-14 19,412580.28000000084
2013-02-12 1,115276.4400000001
2013-05-28 16,294657.12999999948
2013-12-02 18,437563.23000000068
2013-07-22 17,361379.86999999988
2013-08-20 19,416487.38999999961
2013-09-07 0,461953.09999999945
2013-05-02 12,377089.16000000073
2013-08-30 12,332996.72999999986
2013-11-30 19,388351.44999999943
2013-12-14 20,331728.14999999973
2013-08-16 0,352826.87
2013-03-19 23,322454.42000000051
2013-07-26 0,364071.13
2013-07-16 18,448624.3300000006
2013-10-10 17,405965.39999999991
2013-04-09 16,301340.42999999988
2013-08-05 16,296106.30000000028
2013-05-20 9,364189.44999999995
2013-02-15 10,327635.37999999983
2013-08-18 11,246305.16999999972
2013-11-01 11,349379.60000000003
2013-12-16 15,353683.54999999941
2013-01-27 17,331115.67000000016
2013-03-08 7,312507.81000000006
2013-08-27 9,319673.37
2013-11-04 9,359736.21000000008
2013-08-18 6,95862.320000000065
2013-11-16 11,310647.84999999963
2013-09-02 17,281610.81999999995
2013-02-21 6,174931.12
2013-08-18 4,177142.06999999998
2013-04-08 0,161863.27999999994
2013-08-01 1,158451.44999999998
2013-10-02 20,457831.22999999992
2013-08-27 2,60987.430000000058
2013-08-23 5,103681.72000000015
2013-12-11 21,491654.98999999958
2013-12-09 4,64354.420000000136
2013-08-21 0,216221.90999999995
2013-08-01 4,69738.57000000008
2013-02-16 21,400264.98000000021
2013-05-22 0,271034.84
2013-07-01 18,379965.81000000087
2013-08-14 17,353008.87000000011
2013-05-14 16,317852.34000000061
2013-03-29 18,448306.35000000079
2013-06-07 16,290394.9599999999
2013-09-29 18,378174.91000000027
2013-06-11 19,446185.60000000021
2013-03-01 19,520057.56999999972
2013-12-18 7,317601.35000000021
2013-09-10 18,457099.66000000027
2013-08-19 9,339281.28000000014
2013-04-29 19,414624.30000000016
2013-04-17 17,385728.15000000014
2013-12-04 17,381013.66000000015
2013-10-25 18,463961.6599999998
2013-01-30 7,316419.25999999943
2013-06-09 6,94064.660000000222
2013-11-28 12,242710.60999999972
2013-12-26 20,264366.20000000007
2013-12-03 17,384277.53000000049
2013-06-16 9,169791.29000000024
2013-11-03 18,398273.24000000034
2013-06-09 16,324603.58
2013-08-12 7,286645.0400000001
2013-05-27 12,240543.72999999981
2013-02-14 15,365885.14999999956
2013-03-18 15,334577.11000000039
2013-04-15 15,356872.90000000008
2013-08-28 15,307209.86000000022
2013-02-25 12,282605.29999999941
2013-09-21 9,235685.30000000016
2013-12-18 14,392463.56000000041
2013-03-14 8,424687.51999999944
2013-10-02 6,170681.75999999992
2013-09-08 8,143240.9999999998
2013-05-21 14,413260.72999999946
2013-06-12 10,343781.43000000046
2013-06-16 11,263301.05999999971
2013-01-26 14,341062.48000000004
2013-04-06 11,332209.02999999985
2013-08-22 15,333196.15000000031
2013-08-28 8,336974.31999999983
2013-11-15 8,393896.64000000042
2013-06-02 15,352592.61000000016
