date_hour,total
2014-03-02 20,250787.87
2014-01-01 1,524597.1
2014-10-02 23,426348.10999999993
2014-05-08 23,466817.17999999988
2014-04-26 2,342528.3
2014-07-23 18,437365.02000000019
2014-10-10 15,362669.91000000015
2014-07-03 18,371475.04999999987
2014-01-26 16,319374.31999999995
2014-07-08 16,285050.98
2014-04-19 18,357709.44000000029
2014-08-25 18,359121.5
2014-02-15 22,379265.60000000021
2014-12-17 23,441439.34999999945
2014-11-10 16,305895.59999999974
2014-07-30 12,318175.12000000011
2014-08-05 23,329543.35000000079
2014-10-22 7,328924.75
2014-09-06 14,361175.79999999987
2014-05-04 7,128687.03000000001
2014-07-31 9,348249.49000000057
2014-07-27 10,207537.96999999959
2014-09-19 20,466389.45000000054
2014-02-16 13,318189.73
2014-12-14 7,105824.78000000014
2014-02-24 8,362041.31000000011
2014-01-01 4,310059.70000000019
2014-09-20 3,236642.20000000016
2014-07-08 13,323030.70000000019
2014-08-24 7,98486.380000000165
2014-09-30 14,352224.37999999977
2014-03-31 8,381286.18999999989
2014-02-02 16,302191.95999999938
2014-06-17 11,332804.90999999968
2014-11-17 10,313132.03999999992
2014-12-29 9,212472.66999999961
2014-12-15 7,298990.06000000011
2014-11-04 12,319152.0799999999
2014-05-18 7,128439.88000000008
2014-02-16 19,326570.62999999995
2014-07-17 7,282008.50999999949
2014-06-28 15,342804.10999999975
2014-05-16 13,376823.83999999997
2014-01-17 23,451565.01000000053
2014-03-15 21,436782.08999999962
2014-04-10 0,245840.16999999995
2014-11-17 20,374055.01000000047
2014-08-31 20,279130.92
2014-01-30 1,128371.05999999988
2014-01-05 4,152850.38999999972
2014-03-11 5,82514.930000000109
2014-05-17 5,120920.49000000003
2014-04-17 3,64508.449999999983
2014-01-07 4,50548.720000000067
2014-04-01 22,414764.10000000132
2014-12-01 17,384097.26000000112
2014-01-17 7,303670.38999999966
2014-04-19 16,280681.40999999945
2014-06-23 6,198093.10999999955
2014-08-15 2,141316.06999999989
2014-02-28 16,313181.14
2014-03-13 10,355591.75000000012
2014-07-15 0,206045.30999999979
2014-07-18 8,330391.91000000073
2014-11-13 9,352696.50000000035
2014-10-14 15,351716.23999999935
2014-12-13 15,357397.24000000028
2014-07-20 0,394376.72000000015
2014-05-11 19,345040.1
2014-02-15 9,187290.51000000007
2014-01-23 23,420112.60999999993
2014-03-01 4,177637.24999999971
2014-05-27 2,55085.880000000026
2014-08-21 21,437745.89999999979
2014-09-11 22,451010.97000000015
2014-10-25 19,426048.00000000006
2014-04-22 17,383904.47000000038
2014-08-13 9,338283.09999999974
2014-02-14 15,347264.91
2014-05-04 6,105350.09000000005
2014-03-04 16,320621.63
2014-06-04 18,453922.13000000064
2014-09-19 17,388264.53
2014-02-07 1,186137.44999999984
2014-11-22 0,447614.88000000024
2014-01-08 18,435866.95999999967
2014-04-02 2,71401.080000000031
2014-04-29 16,298816.71999999986
2014-07-14 19,387837.47999999957
2014-10-19 17,364837.58000000048
2014-12-18 7,310850.59999999974
2014-02-25 1,87880.970000000161
2014-03-27 21,512387.00999999983
2014-11-02 20,351104.25
2014-12-12 23,487321.75000000023
2014-10-30 12,359763.23999999987
2014-12-25 9,81465.88999999997
2014-05-19 7,318228.79000000027
2014-03-02 17,355755.69000000012
2014-10-05 16,318770.04999999941
2014-12-23 21,290739.55000000022
2014-03-15 1,390906.29000000062
2014-03-01 2,328562.93999999989
2014-09-09 1,101293.94999999985
2014-09-29 1,83129.520000000091
2014-01-24 17,359300.00000000006
2014-11-19 17,373009.2699999999
2014-01-18 5,104230.99000000005
2014-10-29 1,114828.16999999981
2014-12-12 3,113571.48999999995
2014-07-28 0,186362.74000000014
2014-08-25 22,293839.91999999958
2014-12-19 6,196826.1200000002
2014-10-30 3,59278.570000000065
2014-08-05 10,303495.63000000006
2014-10-25 8,180527.50999999989
2014-07-29 13,306717.60000000038
2014-06-07 4,166776.76999999996
2014-02-16 5,87157.429999999964
2014-06-21 15,309646.82000000036
2014-05-17 7,149146.76999999996
2014-01-31 6,185337.34999999969
2014-10-09 22,490532.32999999955
2014-05-07 3,48740.940000000046
2014-09-30 1,90945.37000000001
2014-06-11 1,143280.32999999993
2014-03-28 2,129165.63999999994
2014-11-23 7,105931.92000000001
2014-02-08 7,121953.67999999989
2014-05-15 10,356474.02000000019
2014-07-08 5,79910.780000000072
2014-01-22 0,74417.759999999922
2014-11-30 6,103561.91
2014-05-16 5,118692.3600000001
2014-06-16 3,41671.500000000029
2014-04-01 4,50767.160000000113
2014-10-30 4,61320.280000000137
2014-01-10 4,72264.410000000076
2014-11-11 5,83600.120000000155
2014-05-12 2,67297.620000000024
2014-06-26 4,74564.650000000125
2014-07-27 6,87975.270000000222
2014-06-09 4,73458.260000000068
2014-05-13 1,115867.65000000017
2014-05-31 6,108909.96000000004
2014-07-13 6,86888.460000000079
2014-02-27 3,54543.650000000045
2014-01-03 6,34032.900000000067
2014-08-25 5,89649.980000000127
2014-06-02 7,305673.82999999984
2014-02-17 16,298056.64000000025
2014-06-04 15,354463.29000000033
2014-12-29 13,279672.37999999977
2014-04-17 10,357542.57000000018
2014-07-26 8,153686.29999999967
2014-05-16 7,325692.05999999982
2014-05-04 1,427145.7800000002
2014-03-14 21,468912.52000000008
2014-12-31 22,356542.82000000076
2014-07-30 2,79951.720000000074
2014-10-08 5,84444.20000000023
2014-03-24 22,364175.71
2014-09-26 4,79583.22000000003
2014-10-26 5,100578.91000000011
2014-02-24 23,270948.0300000002
2014-02-16 3,253164.03000000009
2014-06-05 17,382517.9099999998
2014-08-12 17,328913.4699999998
2014-08-13 19,431029.99999999977
2014-03-31 9,367199.43999999989
2014-12-10 20,430957.5199999999
2014-10-12 14,374465.00000000017
2014-09-06 16,282833.09999999992
2014-02-19 10,328568.67000000022
2014-06-24 1,106781.71000000005
2014-01-12 22,260056.91999999978
2014-10-06 21,382750.63000000059
2014-12-21 4,178725.93999999997
2014-01-01 3,419619.8100000007
2014-07-19 4,167566.94000000006
2014-01-21 1,75376.45
2014-04-20 2,293494.41999999963
2014-10-14 16,307451.11000000057
2014-02-25 7,309019.64000000007
2014-05-02 12,390753.5199999999
2014-08-23 17,276674.63999999996
2014-01-29 20,443517.25999999995
2014-04-21 7,276557.98000000045
2014-01-30 10,330643.24000000011
2014-03-12 7,316395.90000000014
2014-03-29 14,405254.13999999996
2014-10-27 9,330792.37000000052
2014-07-18 14,360063.9
2014-04-07 9,351936.83000000019
2014-12-07 19,347723.88999999984
2014-02-09 17,345640.75999999954
2014-12-15 12,310368.07999999973
2014-10-20 6,198224.62
2014-02-23 11,275888.90999999951
2014-06-15 10,239636.25999999983
2014-10-26 7,117509.94999999988
2014-03-24 8,366232.99
2014-09-13 12,330149.14999999985
2014-09-17 12,351642.65
2014-11-16 17,362450.00000000012
2014-03-10 11,306952.93000000017
2014-11-18 15,358940.0700000003
2014-01-19 3,285383.95999999996
2014-01-29 22,449674.07000000041
2014-01-07 0,187163.56999999986
2014-05-23 3,113072.29000000011
2014-09-14 0,429211.6100000001
2014-06-12 22,482816.5700000003
2014-01-20 2,103995.59999999999
2014-04-08 2,61305.04000000003
2014-06-11 5,95374.060000000027
2014-11-14 4,80102.920000000042
2014-11-04 1,92617.970000000088
2014-03-27 18,467748.49000000046
2014-08-28 9,313090.07000000012
2014-04-18 19,461179.38999999943
2014-06-02 15,349015.83000000007
2014-10-30 19,477220.91000000003
2014-09-29 13,303910.12999999971
2014-02-21 6,179123.55999999962
2014-08-13 16,290029.16000000003
2014-08-25 19,328866.29999999952
2014-03-19 16,310306.45999999985
2014-08-08 15,327424.9699999998
2014-04-01 19,443467.96999999968
2014-03-10 17,361293.24000000046
2014-07-05 3,133860.57000000009
2014-07-14 17,350226.02000000083
2014-11-01 9,252620.91999999998
2014-10-20 2,48331.630000000114
2014-03-14 23,491075.00000000012
2014-06-18 22,463615.48999999958
2014-02-10 22,348393.6399999999
2014-01-09 19,456300.91999999952
2014-10-22 16,311602.60000000021
2014-02-21 13,310945.14999999991
2014-09-14 15,370417.0100000003
2014-09-10 12,358127.34999999974
2014-01-25 15,338649.81999999966
2014-02-27 9,367626.29000000004
2014-12-29 15,315164.6999999996
2014-10-28 12,333190.18000000028
2014-09-23 7,319238.72
2014-02-27 13,342971.72000000015
2014-02-20 9,350198.2900000001
2014-07-27 15,316450.9000000002
2014-03-27 13,355300.34000000067
2014-10-22 11,330386.33000000007
2014-09-14 7,114986.65000000001
2014-09-07 18,370805.28000000032
2014-03-28 6,194448.35
2014-05-05 12,337918.16999999917
2014-09-02 11,304764.1100000001
2014-11-18 6,180429.57999999987
2014-04-17 8,393505.52999999997
2014-05-03 21,429568.68
2014-06-28 3,242526.95999999996
2014-04-26 1,386253.55999999994
2014-04-25 20,477573.50999999983
2014-11-20 21,487223.3200000003
2014-07-22 22,417933.77000000072
2014-04-11 21,450054.91000000003
2014-05-02 1,235174.58
2014-08-31 1,252328.53999999969
2014-06-17 0,197177.67999999976
2014-10-16 22,490215.91999999958
2014-05-03 20,436903.02000000037
2014-02-22 2,316657.2800000002
2014-10-02 6,185194.9699999998
2014-04-11 7,326867.36999999976
2014-12-09 6,190272.33999999979
2014-03-25 18,443245.96999999927
2014-12-05 18,467251.91000000015
2014-08-10 1,320328.04999999976
2014-01-15 5,85642.559999999969
2014-04-02 21,461645.8699999997
2014-05-12 0,174062.3
2014-08-02 17,296556.18000000005
2014-06-21 9,215769.86999999979
2014-03-26 15,352895.26999999979
2014-09-04 6,175120.68999999974
2014-06-12 12,379024.2399999997
2014-10-24 0,353763.83999999991
2014-10-02 17,378465.44000000035
2014-03-05 18,480300.24999999977
2014-05-27 5,108341.43000000017
2014-09-01 9,144264.28999999992
2014-11-29 9,155720.29000000012
2014-10-19 15,384400.86999999994
2014-02-24 13,298336.57999999978
2014-11-23 8,135429.77000000002
2014-04-28 6,199318.95000000016
2014-09-19 10,342355.02999999985
2014-07-04 11,193212.91999999972
2014-09-24 9,331470.11999999959
2014-10-03 13,326143.39999999991
2014-02-17 14,327915.83999999962
2014-12-20 10,265810.15999999968
2014-01-18 9,202055.50999999986
2014-03-23 15,390094.17000000016
2014-04-19 15,320813.41000000044
2014-05-14 23,390215.82000000041
2014-07-17 22,469498.77000000031
2014-03-10 20,404495.16000000003
2014-05-09 22,481639.79999999987
2014-07-23 3,55241.16000000004
2014-05-30 22,470905.14000000042
2014-11-08 14,368848.27000000043
2014-01-28 7,310764.36
2014-08-02 23,397729.23999999964
2014-12-27 1,169471.00999999983
2014-01-05 2,283406.47000000026
2014-09-02 21,365557.64999999985
2014-05-04 5,108533.80000000016
2014-04-15 18,449259.81000000006
2014-07-24 14,366689.35999999969
2014-11-13 17,384474.42000000022
2014-01-27 9,329452.37000000011
2014-10-17 2,134731.80000000002
2014-07-25 10,302061.92999999976
2014-09-04 15,365406.61000000004
2014-03-21 1,203526.32000000004
2014-11-07 10,332258.97999999981
2014-12-18 11,347989.17
2014-05-27 23,291919.08
2014-06-09 5,116975.52000000006
2014-01-16 23,404833.82999999967
2014-01-13 14,312285.08000000019
2014-04-13 4,191577.68999999983
2014-11-09 14,386627.99000000046
2014-11-15 16,291262.14999999967
2014-12-19 14,381393.12999999931
2014-07-19 15,282133.35999999981
2014-07-23 6,176943.15
2014-12-29 11,244125.98999999976
2014-04-05 6,113498.55000000012
2014-02-15 20,338118.04999999993
2014-06-08 23,311962.7999999997
2014-07-06 23,248489.31999999931
2014-09-11 21,454720.13999999978
2014-09-11 2,92757.289999999964
2014-04-28 3,43174.180000000088
2014-07-16 23,395941.5500000001
2014-12-02 22,421584.93999999965
2014-06-25 1,139466.72999999989
2014-11-02 11,273344.86
2014-04-02 18,449629.94
2014-10-08 10,328287.54000000015
2014-12-09 17,333712.00000000017
2014-06-13 21,401198.27
2014-08-31 3,175560.93000000002
2014-12-23 1,119912.73000000001
2014-10-22 2,68661.110000000088
2014-05-20 2,76343.509999999966
2014-06-26 2,124261.04000000015
2014-09-23 11,295876.32
2014-10-17 10,333481.5100000003
2014-09-21 16,302732.25999999989
2014-03-11 21,438034.93000000034
2014-11-06 2,81374.149999999951
2014-05-22 20,464816.00000000017
2014-06-18 3,54377.280000000035
2014-07-03 1,165109.31999999972
2014-09-02 2,42594.95
2014-04-16 13,366239.59999999969
2014-03-14 16,315859.41000000015
2014-11-09 2,339277.93000000011
2014-08-13 13,305521.86
2014-11-20 3,55494.429999999957
2014-08-20 5,79985.230000000112
2014-01-02 23,136386.73999999996
2014-04-11 2,131476.85999999987
2014-08-19 23,311028.3800000003
2014-04-15 3,44247.210000000036
2014-04-19 6,94639.440000000119
2014-02-01 12,313445.96999999974
2014-03-04 6,187133.29999999993
2014-10-08 1,109911.57000000002
2014-11-09 4,177234.24999999953
2014-09-07 4,160575.52999999997
2014-02-07 5,106073.90000000018
2014-04-24 0,266788.12999999995
2014-05-21 6,196887.0499999997
2014-10-13 14,330265.07000000024
2014-08-02 5,89820.970000000118
2014-08-24 8,119684.08000000006
2014-02-19 6,168130.25
2014-12-28 3,168779.32000000004
2014-01-30 2,80788.739999999947
2014-01-07 2,62720.300000000068
2014-06-03 21,435791.72000000055
2014-02-12 2,70034.550000000032
2014-07-13 7,93291.690000000264
2014-12-27 2,143937.92999999996
2014-03-20 4,65896.650000000125
2014-01-09 4,52433.460000000145
2014-12-06 5,85186.910000000091
2014-03-31 1,106462.74999999993
2014-11-22 6,115024.17000000019
2014-01-07 5,70547.1000000001
2014-11-11 3,47189.05
2014-08-04 3,46585.640000000123
2014-09-17 3,46798.340000000026
2014-08-05 2,67289.660000000047
2014-03-06 14,407957.40999999957
2014-11-25 9,321751.84000000026
2014-09-26 13,325250.07999999926
2014-08-14 3,63130.110000000052
2014-11-03 12,320168.38999999978
2014-02-10 5,96468.200000000143
2014-01-28 3,36755.21
2014-11-28 22,293060.32999999967
2014-02-03 0,200641.69999999998
2014-01-19 20,288158.74
2014-06-10 2,63332.780000000035
2014-01-02 19,329385.89999999985
2014-02-04 16,295713.89999999973
2014-07-16 16,292771.57
2014-07-17 17,339764.11000000016
2014-12-06 0,406846.65000000014
2014-10-04 2,278068.05000000034
2014-12-30 8,193032.44999999998
2014-10-02 14,384368.4599999999
2014-05-21 13,397795.42000000027
2014-09-04 10,341458.81000000058
2014-09-01 11,219535.04999999964
2014-01-22 23,309360.71000000025
2014-10-22 0,203390.64999999976
2014-10-26 23,228520.7
2014-11-28 16,276227.97999999963
2014-12-15 22,368532.72999999952
2014-02-02 4,210329.44999999992
2014-05-11 18,391191.72000000032
2014-03-09 8,145429.02000000011
2014-05-01 14,402898.39
2014-03-19 19,490815.8800000003
2014-12-01 6,205689.50999999975
2014-03-09 13,369542.7000000003
2014-01-02 10,251430.01
2014-06-01 10,281356.45999999973
2014-10-11 11,340110.86000000034
2014-10-27 12,300393.18000000011
2014-04-11 14,394995.47999999957
2014-02-23 18,351491.47999999986
2014-12-25 6,66251.210000000108
2014-07-24 6,183960.45999999976
2014-08-23 23,362464.42000000022
2014-01-04 3,127796.75000000003
2014-11-04 22,394355.91999999958
2014-12-18 21,491604.16
2014-09-23 0,196869.93999999992
2014-07-03 20,355229.80000000005
2014-10-05 0,384163.25000000023
2014-03-15 20,454828.96
2014-12-15 20,395407.75999999995
2014-04-12 2,317481.18000000011
2014-07-07 0,165260.45999999988
2014-02-13 21,332351.94999999966
2014-10-26 6,107788.49000000022
2014-11-05 18,446543.24000000057
2014-04-18 14,383772.08000000013
2014-01-10 19,483136.28000000084
2014-01-24 16,294449.28
2014-03-06 23,464459.17999999941
2014-12-08 15,348511.93
2014-12-23 15,328886.55999999936
2014-04-08 6,184268.88
2014-04-26 0,461386.63999999955
2014-09-18 21,489655.71000000031
2014-02-03 9,297326.22999999981
2014-06-05 14,391775.60999999958
2014-03-20 7,311268.11999999959
2014-11-03 9,344958.03999999986
2014-08-17 13,295400.42999999976
2014-07-07 10,258013.54999999952
2014-09-10 8,368816.2800000002
2014-08-04 13,297479.58999999956
2014-06-18 7,300097.37000000017
2014-07-28 14,294651.25000000017
2014-03-29 12,373546.08000000007
2014-09-20 8,183223.49999999974
2014-01-01 13,285262.26
2014-02-20 14,371671.60999999894
2014-01-19 16,314522.75999999954
2014-09-02 15,327499.86000000051
2014-05-12 14,378221.45000000019
2014-10-14 14,371000.75000000017
2014-03-08 7,136629.46000000008
2014-09-29 11,304016.16000000003
2014-02-11 9,380939.05000000016
2014-04-06 6,101713.78000000013
2014-09-05 12,355132.49999999988
2014-06-12 1,180233.72000000003
2014-01-02 20,244662.31000000014
2014-09-15 20,414053.0999999998
2014-07-05 21,233070.74999999968
2014-12-06 1,355854.75999999995
2014-10-16 21,490530.17000000016
2014-04-10 3,60137.460000000057
2014-11-04 5,87359.96
2014-09-08 20,413251.71000000008
2014-08-16 1,334494.62000000023
2014-09-23 22,403887.60999999958
2014-02-03 20,311768.54
2014-02-09 20,269277.39999999985
2014-10-30 21,494008.69000000018
2014-07-04 15,247254.05999999997
2014-05-23 17,354056.42999999947
2014-04-27 18,393419.17000000039
2014-03-26 18,471224.42000000033
2014-02-11 17,360670.65000000008
2014-02-12 18,452829.54999999976
2014-04-06 7,120498.56000000004
2014-08-26 16,276980.38999999996
2014-05-29 8,391783.07000000071
2014-11-06 17,368261.51000000018
2014-05-07 5,92583.250000000218
2014-10-13 3,56224.310000000034
2014-11-08 3,232419.58999999971
2014-12-23 16,270023.83999999944
2014-09-12 18,459217.42000000045
2014-02-06 18,445275.20000000059
2014-06-29 18,322093.78000000014
2014-01-21 0,145486.62999999971
2014-03-10 16,316583.62000000005
2014-09-08 16,324595.46999999986
2014-06-17 19,429698.81999999925
2014-12-15 15,335574.07000000012
2014-11-02 4,105258.05000000002
2014-08-24 9,157502.1499999997
2014-01-28 12,302964.65999999957
2014-02-15 16,281229.3899999999
2014-11-01 17,342179.3000000001
2014-08-30 11,230789.03999999972
2014-05-23 14,382399.71000000084
2014-06-03 10,321451.59000000014
2014-08-19 12,298367.43999999959
2014-04-29 7,315904.31999999995
2014-02-01 6,97477.98000000004
2014-06-14 11,318597.06999999995
2014-09-19 7,323127.01000000013
2014-01-12 19,307955.31999999977
2014-06-26 23,461467.1100000008
2014-04-04 20,476620.09000000049
2014-01-18 1,355714.74000000022
2014-08-17 22,281339.88000000006
2014-03-03 0,252474.31999999986
2014-08-08 3,105556.59999999999
2014-07-15 22,374829.09000000014
2014-11-26 19,346414.46000000037
2014-03-22 21,425556.15999999974
2014-09-02 22,312064.90999999974
2014-05-25 22,277344.78999999986
2014-07-07 18,377920.92999999947
2014-09-13 7,133730.60000000006
2014-05-16 16,286501.16999999975
2014-06-03 15,354395.05999999971
2014-06-01 14,387619.96000000037
2014-03-13 14,389939.74999999965
2014-06-07 21,364862.58000000042
2014-07-20 1,354806.08000000013
2014-06-28 20,326493.07000000012
2014-05-05 3,41114.910000000011
2014-01-30 0,222246.23000000033
2014-11-15 19,434400.40000000037
2014-08-23 7,116397.17000000004
2014-10-28 16,296204.12999999971
2014-10-14 10,324837.96999999991
2014-05-06 7,321411.81999999995
2014-08-06 8,354692.10999999975
2014-11-02 6,118294.51999999992
2014-04-28 11,308964.24999999953
2014-11-14 11,354870.4200000001
2014-02-22 8,169859.22000000009
2014-08-24 12,269156.77999999985
2014-09-09 8,372669.25999999995
2014-03-07 7,337398.19000000006
2014-10-18 12,344536.1700000001
2014-05-03 11,340555.22000000015
2014-11-12 8,363131.32000000053
2014-12-28 1,225508.1400000001
2014-01-12 3,270122.72000000003
2014-01-01 20,221603.08999999962
2014-03-21 4,97750.700000000084
2014-09-05 22,456271.73000000033
2014-10-01 19,451735.380000001
2014-07-12 4,159473.19000000015
2014-06-23 2,70436.569999999978
2014-01-03 0,103746.95000000016
2014-04-20 5,91818.860000000117
2014-12-17 11,331009.38000000035
2014-11-07 16,308318.88999999972
2014-07-11 12,312608.8499999998
2014-08-18 5,98193.760000000053
2014-05-02 22,498691.50000000017
2014-07-21 16,299234.41000000003
2014-05-27 6,190655.11999999997
2014-12-01 23,278667.97
2014-05-12 21,387619.75999999995
2014-09-13 0,446320.03000000038
2014-07-16 1,152291.17999999988
2014-12-22 11,293376.59000000026
2014-05-15 1,163525.49999999974
2014-04-01 6,177660.68999999997
2014-04-06 16,350065.32999999973
2014-01-25 6,91051.160000000047
2014-08-17 19,297731.88000000041
2014-06-28 2,323800.38000000006
2014-03-25 20,438660.86000000028
2014-10-28 2,58607.760000000038
2014-02-11 23,340237.91000000015
2014-04-05 18,432842.35000000009
2014-03-13 16,324896.71999999956
2014-08-28 23,378683.31000000064
2014-09-23 18,396284.2300000001
2014-11-28 3,48943.33
2014-08-04 7,261663.5799999997
2014-11-29 19,363575.23999999941
2014-05-08 9,404443.10999999993
2014-04-26 17,353510.12000000023
2014-04-12 17,355456.81000000017
2014-02-27 23,447403.48999999953
2014-07-09 4,53838.400000000118
2014-08-26 12,284752.45
2014-12-26 19,289987.50000000017
2014-09-29 14,347627.21000000014
2014-07-22 1,101361.03999999995
2014-03-09 16,355341.88000000059
2014-06-14 7,150662.93999999983
2014-05-10 3,243896.86000000022
2014-05-06 5,92527.880000000048
2014-11-10 4,61000.68000000016
2014-02-04 6,180205.08000000002
2014-05-18 6,115320.29000000023
2014-07-01 3,44124.300000000061
2014-11-25 16,283895.43999999983
2014-09-28 8,154987.28999999998
2014-12-16 4,54974.90000000006
2014-02-08 2,308247.66999999987
2014-12-26 4,38513.770000000055
2014-10-12 5,94018.4000000001
2014-11-02 7,118913.94000000003
2014-05-13 0,200648.4500000003
2014-07-22 4,49450.260000000111
2014-02-19 3,47057.160000000033
2014-07-15 1,137430.53000000006
2014-02-13 4,53956.220000000038
2014-12-27 7,78263.440000000192
2014-07-29 4,52946.430000000044
2014-09-22 4,64425.610000000146
2014-10-22 14,376613.24000000046
2014-01-26 12,336701.71999999991
2014-09-07 13,350786.46000000031
2014-10-09 11,339369.51999999967
2014-11-16 12,366519.20000000013
2014-10-11 22,410511.9299999997
2014-01-30 21,493288.01000000018
2014-05-17 22,475278.59999999992
2014-08-29 17,332873.13000000024
2014-07-18 17,343016.84000000008
2014-08-18 19,360431.74000000005
2014-10-28 19,433137.88000000035
2014-10-14 17,365400.18000000058
2014-02-05 1,104776.28000000003
2014-08-25 10,258056.62999999992
2014-03-09 11,319413.58000000007
2014-09-18 13,364727.89
2014-04-03 12,350056.59000000032
2014-02-03 15,261190.68000000011
2014-12-14 3,266078.32000000036
2014-07-14 21,380378.1300000007
2014-05-05 18,462381.13000000012
2014-02-28 2,127674.96999999987
2014-04-07 18,466204.55999999965
2014-07-12 16,278762.92999999993
2014-01-30 14,364542.16000000021
2014-11-09 11,316617.31000000058
2014-05-03 9,260399.72000000006
2014-02-26 9,370882.97999999981
2014-07-13 9,159197.03000000006
2014-07-27 13,298479.60999999975
2014-12-08 9,355528.23000000016
2014-07-03 14,359899.49000000057
2014-03-29 17,345361.50000000012
2014-09-14 9,201625.02999999959
2014-01-01 15,304174.7800000002
2014-05-17 6,147554.82
2014-05-03 16,303675.61999999976
2014-05-13 9,355169.48999999982
2014-08-16 9,200074.99999999962
2014-01-31 23,498253.210000001
2014-11-15 20,401657.17
2014-02-25 21,468328.86999999959
2014-04-10 22,502369.50000000029
2014-01-10 22,453915.91000000003
2014-08-06 1,129988.98999999989
2014-06-02 20,382039.69999999984
2014-11-16 5,98327.92000000026
2014-03-03 15,327334.7899999998
2014-12-15 8,340642.48000000004
2014-01-03 19,336141.99999999959
2014-07-01 23,334587.41999999981
2014-10-17 20,459317.31999999977
2014-03-04 0,173031.20999999982
2014-05-29 20,475053.01000000065
2014-06-16 10,303438.88000000018
2014-01-12 13,346209.35999999975
2014-09-17 9,349486.0799999999
2014-01-23 21,486095.35999999975
2014-02-24 18,436198.83999999956
2014-04-18 17,379406.54000000004
2014-09-29 16,316701.37999999995
2014-03-14 17,392296.20999999996
2014-04-14 17,361619.54000000004
2014-01-23 14,377369.56000000052
2014-02-17 18,357757.17999999953
2014-02-23 6,95420.590000000186
2014-05-12 10,327284.07999999961
2014-11-08 7,137127.53
2014-09-10 11,351046.84
2014-12-07 15,403803.28999999957
2014-02-10 9,354336.22999999975
2014-08-20 6,152532.02999999994
2014-01-28 13,309221.16000000027
2014-07-31 14,371249.22999999957
2014-06-01 11,331880.01999999996
2014-12-07 16,351445.56000000017
2014-08-14 9,326775.61000000022
2014-11-15 14,367230.10999999969
2014-01-10 7,297028.18000000005
2014-07-26 1,355661.80999999994
2014-11-29 1,197424.36999999973
2014-06-13 5,121783.50000000017
2014-03-20 1,165241.04000000004
2014-05-17 20,436282.33000000071
2014-12-07 20,321162.54999999981
2014-10-24 22,461743.26000000042
2014-01-26 0,452460.81999999995
2014-01-26 20,265791.94999999966
2014-05-29 22,492092.33999999979
2014-07-13 2,299669.8999999995
2014-11-18 11,321173.19000000047
2014-03-09 5,157452.42000000004
2014-10-15 2,67707.589999999967
2014-06-19 2,92181.490000000034
2014-06-26 11,382273.80999999982
2014-03-15 18,423699.11999999994
2014-03-22 12,326353.93999999959
2014-08-25 14,286339.71000000014
2014-12-23 19,334076.9
2014-05-02 18,461943.78000000026
2014-08-18 18,367043.31000000023
2014-07-29 17,338000.73999999953
2014-06-05 22,522198.88000000053
2014-07-01 14,367633.29999999923
2014-06-13 18,477948.3900000006
2014-08-27 20,391995.06999999972
2014-09-19 21,459636.50000000047
2014-10-25 22,415172.42000000045
2014-08-11 17,316483.75000000029
2014-05-16 19,490581.18000000028
2014-01-10 0,261104.29999999987
2014-08-11 20,341852.18000000017
2014-11-05 15,362329.16000000021
2014-04-08 8,393563.69999999984
2014-05-08 6,213123.14999999947
2014-11-24 16,275257.19999999955
2014-03-14 6,206486.92000000025
2014-10-01 9,351578.58999999997
2014-05-04 23,277180.79999999976
2014-06-06 10,344912.31999999977
2014-12-23 10,279342.13999999972
2014-01-05 17,286704.45999999996
2014-04-27 7,137023.63999999993
2014-05-22 11,390058.50000000064
2014-11-07 12,363124.40000000049
2014-03-26 10,321205.63
2014-01-14 13,334379.29000000027
2014-01-19 7,88694.460000000152
2014-10-01 6,176223.30999999959
2014-10-03 7,305737.74999999953
2014-02-12 12,370444.34999999963
2014-05-08 12,383122.2400000004
2014-01-18 10,251816.25999999986
2014-05-08 13,383764.37
2014-10-27 11,285975.35999999958
2014-02-08 13,363671.8200000003
2014-03-01 7,125915.08000000006
2014-09-27 12,341330.01999999967
2014-04-26 7,140296.57
2014-09-21 11,319921.81999999966
2014-06-01 3,270009.13000000006
2014-03-04 21,468619.45999999926
2014-09-21 3,267457.97999999957
2014-05-22 22,475932.54000000027
2014-12-28 2,199414.73000000016
2014-10-04 22,389978.0400000001
2014-11-18 4,48509.160000000062
2014-03-25 21,451117.91999999975
2014-06-27 21,413319.39000000042
2014-10-12 22,327304.98000000027
2014-09-19 1,205002.23999999982
2014-10-04 23,409428.31999999989
2014-12-14 21,294038.51999999938
2014-07-26 10,244965.70999999973
2014-02-04 23,272902.55000000005
2014-01-20 20,302145.64999999962
2014-07-21 17,338733.81000000006
2014-12-05 16,295247.17999999959
2014-03-02 15,353466.3899999999
2014-12-29 10,223946.59
2014-10-23 16,301730.35000000044
2014-05-15 17,382708.28999999975
2014-08-07 17,353642.37999999954
2014-06-04 19,479145.94999999885
2014-07-07 17,328239.47000000015
2014-10-20 10,315543.24000000017
2014-03-11 19,432143.46000000078
2014-03-28 17,388431.86999999965
2014-01-16 13,320035.33999999997
2014-01-13 1,83263.32000000008
2014-08-24 20,297542.6399999999
2014-12-20 3,249433.53999999986
2014-08-22 0,339299.6799999997
2014-01-02 16,268786.85999999981
2014-09-10 19,466040.54000000068
2014-08-27 10,276804.38999999966
2014-05-19 16,325226.02
2014-03-16 10,264188.41999999987
