Pickup_Datetime,Total_amount
2012-09-10 6,201745.93999999992
2012-12-31 12,260510.70999999988
2012-10-26 13,354264.60999999993
2012-12-18 21,463085.4600000002
2012-12-08 22,480212.3499999998
2012-12-17 15,339602.81999999983
2012-09-05 21,449454.17000000068
2012-09-14 12,373777.72999999934
2012-12-16 13,403105.63999999966
2012-09-04 22,375661.38000000035
2012-12-16 12,377026.64999999962
2012-11-14 9,383592.35
2012-11-05 14,289387.69
2012-11-25 17,352960.40000000055
2012-11-17 8,188743.44000000009
2012-09-06 11,374054.22999999975
2012-09-14 6,195338.61999999991
2012-12-12 7,327147.14999999979
2012-12-16 3,301504.10000000009
2012-10-26 23,462203.11999999988
2012-11-01 3,66993.000000000029
2012-09-22 5,106730.57000000015
2012-10-07 0,458678.1999999996
2012-09-18 21,404607.57000000041
2012-10-21 2,373435.47999999963
2012-11-25 3,215305.42999999988
2012-10-26 20,445558.51999999967
2012-10-16 19,472427.65999999951
2012-09-21 21,463650.66999999946
2012-09-20 22,490747.09000000026
2012-11-21 1,163169.7
2012-12-01 3,260480.30000000002
2012-08-02 9,318012.89999999997
2012-07-21 6,82879.489999999918
2012-07-07 17,232526.77000000019
2012-04-23 11,278813.57000000065
2012-03-21 10,281987.46000000008
2012-06-03 12,281750.11000000022
2012-09-28 14,374769.67999999964
2012-08-25 16,230696.94999999998
2012-05-20 19,309617.76999999926
2012-04-07 9,159180.2600000001
2012-01-15 18,304226.77000000014
2012-10-27 9,223327.62000000026
2012-05-16 12,337956.540000001
2012-01-17 7,277491.47
2012-08-11 10,198048.00999999986
2012-07-18 13,322658.49999999994
2012-08-04 15,256831.77000000005
2012-05-03 13,343665.89999999973
2012-02-18 11,236721.83999999982
2012-06-19 7,263833.83999999973
2012-01-30 13,242945.41000000021
2012-03-18 16,286282.63999999961
2012-02-05 9,135826.13999999993
2012-01-01 16,114296.93999999997
2012-03-30 13,302592.24999999965
2012-09-09 10,277169.55999999982
2012-10-09 7,326708.50999999995
2012-05-24 6,170134.12000000011
2012-04-04 13,318242.91
2012-09-17 9,305076.67000000004
2012-01-20 0,246740.47000000006
2012-09-14 4,100621.47000000018
2012-03-03 23,430537.56999999972
2012-04-04 21,421515.32000000012
2012-08-06 1,122886.55000000021
2012-08-20 20,312763.36000000022
2012-08-26 22,237363.30000000005
2012-02-23 20,413170.69000000006
2012-03-06 20,401405.95
